"name","age","hometown","boarded","destination","lifeboat","body","class","home_country","Lifeboat","Destination","Boarded","survival_outcome","position","crew","sex","age_character","household_assistant_type","household_assistant"
"Goldschmidt, Mr. George B.",71,"New York City","Cherbourg","New York City",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","71",NA,"Not Assistant"
"Gracie IV, Colonel Archibald",53,"Washington, D.C., US","Southampton","Washington, D.C., US","B",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Male","53",NA,"Not Assistant"
"Graham, Mr. George Edward",38,"Winnipeg, Manitoba, Canada","Southampton","Winnipeg, Manitoba, Canada",NA,"147","First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","38",NA,"Not Assistant"
"Graham, Mrs. Edith Ware (née Junkins)",59,"Greenwich, Connecticut, US","Southampton","Greenwich, Connecticut, US","3",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","59",NA,"Not Assistant"
"Graham, Miss Margaret Edith",19,"Greenwich, Connecticut, US","Southampton","Greenwich, Connecticut, US","3",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","19",NA,"Not Assistant"
"and governess, Miss Elizabeth Weed Shutes",40,"Greenwich, Connecticut, US","Southampton","Greenwich, Connecticut, US","3",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","40","governess","Assistant"
"Greenfield, Mrs. Blanche (née Strouse)",45,"New York City","Cherbourg","New York City","7",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","45",NA,"Not Assistant"
"Greenfield, Mr. William Bertram",23,"New York City","Cherbourg","New York City","7",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Male","23",NA,"Not Assistant"
"Guggenheim, Mr. Benjamin",46,"Paris, France","Cherbourg","New York City",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","46",NA,"Not Assistant"
"and valet, Mr. Victor Giglio",24,"Paris, France","Cherbourg","New York City",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","24","valet","Assistant"
"and chauffeur, Mr. René Pernot",39,"Paris, France","Cherbourg","New York City",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","39","chauffeur","Assistant"
"Harder, Mr. George Achilles",25,"New York City","Cherbourg","New York City","5",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Male","25",NA,"Not Assistant"
"Harder, Mrs. Dorothy (née Annan)",21,"New York City","Cherbourg","New York City","5",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","21",NA,"Not Assistant"
"Harper, Mr. Henry Sleeper",48,"New York City","Cherbourg","New York City","3",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Male","48",NA,"Not Assistant"
"and dragoman, Mr. Hammad Hassab",27,"Cairo, Egypt","Cherbourg","New York City","3",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Male","27","dragoman","Assistant"
"Harper, Mrs. Myna (née Haxtun)",49,"New York City","Cherbourg","New York City","3",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","49",NA,"Not Assistant"
"Harris, Mr. Henry Birkhardt",45,"New York City","Southampton","New York City",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","45",NA,"Not Assistant"
"Harris, Mrs. Irene (née Wallach)",35,"New York City","Southampton","New York City","D",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","35",NA,"Not Assistant"
"Hawksford, Mr. Walter James",45,"Kingston, Surrey, England, UK","Southampton","New York City","3",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Male","45",NA,"Not Assistant"
"Hays, Mr. Charles Melville",55,"Montreal, Quebec, Canada","Southampton","Montreal, Quebec, Canada",NA,"307","First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","55",NA,"Not Assistant"
"and clerk, Mr. Vivian Ponsonby Payne",22,"Montreal, Quebec, Canada","Southampton","Montreal, Quebec, Canada",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","22","clerk","Assistant"
"Hays, Mrs. Clara Jennings (née Grigg)",52,"Montreal, Quebec, Canada","Southampton","Montreal, Quebec, Canada","3",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","52",NA,"Not Assistant"
"and maid, Miss Mary Anne Perreault",33,"Montreal, Quebec, Canada","Southampton","Montreal, Quebec, Canada","3",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","33","maid","Assistant"
"Hays, Miss Margaret Bechstein",24,"New York City","Cherbourg","New York City","7",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","24",NA,"Not Assistant"
"Head, Mr. Christopher",42,"Chelsea, London, England, UK","Southampton","New York City",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","42",NA,"Not Assistant"
"Hilliard, Mr. Herbert Henry",44,"Brighton, Massachusetts, US","Southampton","Brighton, Massachusetts, US",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","44",NA,"Not Assistant"
"Hipkins, Mr. William Edward",55,"Birmingham, West Midlands, England, UK","Southampton","New York City",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","55",NA,"Not Assistant"
"Hippach, Mrs. Ida Sophia (née Fischer)",44,"Chicago, Illinois, US","Cherbourg","Chicago, Illinois, US","4",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","44",NA,"Not Assistant"
"Hippach, Miss Jean Gertrude",17,"Chicago, Illinois, US","Cherbourg","Chicago, Illinois, US","4",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","17",NA,"Not Assistant"
"Hogeboom, Mrs. Anna Louisa (née Andrews)",51,"Hudson, New York, US","Cherbourg","Hudson, New York, US","10",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","51",NA,"Not Assistant"
"Holverson, Mr. Alexander Oskar",42,"New York City","Southampton","New York City",NA,"38","First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","42",NA,"Not Assistant"
"Holverson, Mrs. Mary Aline (née Towner)",35,"New York City","Southampton","New York City","8",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","35",NA,"Not Assistant"
"Homer, Mr. Harry (alias E. Haven)",40,"Indianapolis, Indiana, US","Southampton","Indianapolis, Indiana, US","15",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Male","40",NA,"Not Assistant"
"Hoyt, Mr. Frederick Maxfield",35,"New York City","Southampton","Stamford, Connecticut, US","D",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Male","35",NA,"Not Assistant"
"Hoyt, Mrs. Jane Anne (née Forby)",31,"New York City","Southampton","Stamford, Connecticut, US","D",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","31",NA,"Not Assistant"
"Hoyt, Mr. William Fisher",42,"New York City","Cherbourg","New York City","14",NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","42",NA,"Not Assistant"
"Isham, Miss Ann Elizabeth",50,"Chicago, Illinois, US","Cherbourg","Chicago, Illinois, US",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Female","50",NA,"Not Assistant"
"Ismay, Mr. Joseph Bruce",49,"Liverpool, Merseyside, England, UK","Southampton","New York City","C",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Male","49",NA,"Not Assistant"
"and valet, Mr. John Richard Fry",39,"Liverpool, Merseyside, England, UK","Southampton","New York City",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","39","valet","Assistant"
"and secretary, Mr. William Henry Harrison",45,"Wallasey, Merseyside, England, UK","Southampton","New York City",NA,"110","First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","45","secretary","Assistant"
"Jones, Mr. Charles Cresson",46,"Bennington, Vermont, US","Southampton","Bennington, Vermont, US",NA,"80","First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","46",NA,"Not Assistant"
"Julian, Mr. Henry Forbes",50,"Torquay, Devon, England, UK","Southampton","San Francisco, US",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","50",NA,"Not Assistant"
"Kent, Mr. Edward Austin",58,"Buffalo, New York, US","Cherbourg","Buffalo, New York, US",NA,"258","First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","58",NA,"Not Assistant"
"Kenyon, Mr. Frederick R.",41,"Pittsburgh, Pennsylvania, US","Southampton","Pittsburgh, Pennsylvania, US",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","41",NA,"Not Assistant"
"Kenyon, Mrs. Marion (née Stauffer)",31,"Pittsburgh, Pennsylvania, US","Southampton","Pittsburgh, Pennsylvania, US","8",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","31",NA,"Not Assistant"
"Kimball, Mr. Edwin Nelson Jr.",42,"Boston, Massachusetts, US","Southampton","Boston, Massachusetts, US","5",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Male","42",NA,"Not Assistant"
"Kimball, Mrs. Gertrude (née Parsons)",45,"Boston, Massachusetts, US","Southampton","Boston, Massachusetts, US","5",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","45",NA,"Not Assistant"
"Klaber, Mr. Herman",45,"Portland, Oregon, US","Southampton","Portland, Oregon, US",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","45",NA,"Not Assistant"
"Lambert-Williams, Mr. Fletcher Fellows",43,"London, England, UK","Southampton","Newark, New Jersey, US",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","43",NA,"Not Assistant"
"Leader, Dr. Alice (née Farnham)",49,"New York City","Southampton","New York City","8",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","49",NA,"Not Assistant"
"Leslie, Lucy Noël Martha, Countess of Rothes (née Dyer-Edwardes)",27,"Vancouver, British Columbia, Canada","Southampton","Vancouver, British Columbia, Canada","8",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","27",NA,"Not Assistant"
"and maid, Miss Roberta Elizabeth Mary ""Cissy"" Maioni",20,"Vancouver, British Columbia, Canada","Southampton","Vancouver, British Columbia, Canada","8",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","20","maid","Assistant"
"Lewy, Mr. Ervin G.",31,"Chicago, Illinois, US","Cherbourg","Chicago, Illinois, US",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","31",NA,"Not Assistant"
"Lindeberg-Lind, Mr. Erik Gustav (alias Edward Lingrey)",42,"Jordanstorp, Södermanland, Sweden","Southampton","New York City",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","42",NA,"Not Assistant"
"Lindström, Mrs. Sigrid (née Posse)",55,"Stockholm, Sweden","Cherbourg","New York City","6",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","55",NA,"Not Assistant"
"Lines, Mrs. Elizabeth Lindsey (née James)",50,"Paris, France","Cherbourg","Hanover, New Hampshire, US","9",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","50",NA,"Not Assistant"
"Lines, Miss Mary Conover",16,"Paris, France","Cherbourg","Hanover, New Hampshire, US","9",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","16",NA,"Not Assistant"
"Long, Mr. Milton Clyde",29,"Springfield, Massachusetts, US","Southampton","Springfield, Massachusetts, US",NA,"126","First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","29",NA,"Not Assistant"
"Longley, Miss Gretchen Fiske",21,"Hudson, New York, US","Cherbourg","Hudson, New York, US","10",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","21",NA,"Not Assistant"
"Loring, Mr. Joseph Holland",30,"London, England, UK","Southampton","New York City",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","30",NA,"Not Assistant"
"Madill, Miss Georgette Alexandra",16,"St. Louis, Missouri, US","Southampton","St. Louis, Missouri, US","2",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","16",NA,"Not Assistant"
"Maguire, Mr. John Edward",30,"Brockton, Massachusetts, US","Southampton","Brockton, Massachusetts, US",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","30",NA,"Not Assistant"
"Maréchal, Mr. Pierre, Sr.",28,"Paris, France","Cherbourg","New York City","7",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Male","28",NA,"Not Assistant"
"Marvin, Mr. Daniel Warner",18,"New York City","Southampton","New York City",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","18",NA,"Not Assistant"
"Marvin, Mrs. Mary Graham Carmichael (née Farquarson)",18,"New York City","Southampton","New York City","10",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","18",NA,"Not Assistant"
"Mayné, Miss Bertha Antonine",24,"Brussels, Belgium","Cherbourg","Montreal, Quebec, Canada","6",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","24",NA,"Not Assistant"
"McCaffry, Mr. Thomas Francis",46,"Vancouver, British Columbia, Canada","Southampton","Vancouver, British Columbia, Canada",NA,"292","First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","46",NA,"Not Assistant"
"McCarthy, Mr. Timothy J.",54,"Dorchester, Massachusetts, US","Southampton","Dorchester, Massachusetts, US",NA,"175","First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","54",NA,"Not Assistant"
"McGough, Mr. James Robert",35,"Philadelphia, Pennsylvania, US","Southampton","Philadelphia, Pennsylvania, US","7",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Male","35",NA,"Not Assistant"
"Meyer, Mr. Edgar Joseph",28,"New York City","Cherbourg","New York City",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","28",NA,"Not Assistant"
"Meyer, Mrs. Leila (née Saks)",25,"New York City","Cherbourg","New York City","6",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","25",NA,"Not Assistant"
"Millet, Mr. Francis Davis",65,"East Bridgewater, Massachusetts, US","Cherbourg","East Bridgewater, Massachusetts, US",NA,"249","First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","65",NA,"Not Assistant"
"Minahan, Dr. William Edward",44,"Fond du Lac, Wisconsin, US","Southampton","Fond du Lac, Wisconsin, US",NA,"230","First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","44",NA,"Not Assistant"
"Minahan, Mrs. Lillian E. (née Thorpe)",37,"Fond du Lac, Wisconsin, US","Southampton","Fond du Lac, Wisconsin, US","14",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","37",NA,"Not Assistant"
"Minahan, Miss Daisy E.",33,"Fond du Lac, Wisconsin, US","Southampton","Fond du Lac, Wisconsin, US","14",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","33",NA,"Not Assistant"
"Mock, Mr. Philipp Edmund",30,"New York City","Cherbourg","New York City","11",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Male","30",NA,"Not Assistant"
"Molson, Mr. Harry Markland",55,"Montreal, Quebec, Canada","Southampton","Montreal, Quebec, Canada",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","55",NA,"Not Assistant"
"Moore, Mr. Clarence Bloomfield",47,"Washington, D.C., US","Southampton","Washington, D.C., US",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","47",NA,"Not Assistant"
"and valet, Mr. Charles Henry Harrington",37,"Washington, D.C., US","Southampton","Washington, D.C., US",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","37","valet","Assistant"
"Natsch, Mr. Charles",36,"Brooklyn, New York, US","Cherbourg","Brooklyn, New York, US",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","36",NA,"Not Assistant"
"Newell, Mr. Arthur Webster",58,"Lexington, Massachusetts, US","Cherbourg","Lexington, Massachusetts, US",NA,"122","First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","58",NA,"Not Assistant"
"Newell, Miss Madeleine",31,"Lexington, Massachusetts, US","Cherbourg","Lexington, Massachusetts, US","6",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","31",NA,"Not Assistant"
"Newell, Miss Marjorie Anne",23,"Lexington, Massachusetts, US","Cherbourg","Lexington, Massachusetts, US","6",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","23",NA,"Not Assistant"
"Newsom, Miss Helen Monypeny",19,"New York City","Southampton","New York City","5",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","19",NA,"Not Assistant"
"Nicholson, Mr. Arthur Ernest",64,"Shanklin, Isle of Wight, England, UK","Southampton","New York City",NA,"263","First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","64",NA,"Not Assistant"
"Nourney, Mr. Alfred",20,"Cologne, German Empire","Cherbourg","New York City","7",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Male","20",NA,"Not Assistant"
"Omont, Mr. Alfred Fernand",29,"Le Havre, France","Cherbourg","New York City","7",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Male","29",NA,"Not Assistant"
"Ostby, Mr. Engelhart Cornelius",64,"Providence, Rhode Island, US","Southampton","Providence, Rhode Island, US",NA,"234","First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","64",NA,"Not Assistant"
"Ostby, Miss Helene Ragnhild",22,"Providence, Rhode Island, US","Southampton","Providence, Rhode Island, US","5",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","22",NA,"Not Assistant"
"Ovies y Rodriguez, Mr. Servando José Florentino",36,"Havana, Cuba","Cherbourg","Havana, Cuba",NA,"189","First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","36",NA,"Not Assistant"
"Parr, Mr. William Henry Marsh",29,"Belfast, Ireland","Belfast","New York City",NA,NA,"First",NA,NA,NA,NA,"Perished","Electrician","Crew","Male","29",NA,"Not Assistant"
"Partner, Mr. Austin",40,"Tolworth, London, England, UK","Southampton","Toronto, Ontario, Canada",NA,"166","First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","40",NA,"Not Assistant"
"Pears, Mr. Thomas Clinton",29,"Isleworth, London, England, UK","Southampton","New York City",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","29",NA,"Not Assistant"
"Pears, Mrs. Edith (née Wearne)",22,"Isleworth, London, England, UK","Southampton","New York City","8",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","22",NA,"Not Assistant"
"Peñasco y Castellana, Mr. Victor",24,"Madrid, Spain","Cherbourg","New York City",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","24",NA,"Not Assistant"
"Peñasco y Castellana, Mrs. Maria Josefa (née Perez de Soto y Vallejo)",22,"Madrid, Spain","Cherbourg","New York City","8",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","22",NA,"Not Assistant"
"and maid, Doña Fermina Oliva y Ocana",39,"Madrid, Spain","Cherbourg","New York City","8",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","39","maid","Assistant"
"Peuchen, Major Arthur Godfrey",52,"Toronto, Ontario, Canada","Southampton","Toronto, Ontario, Canada","6",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Male","52",NA,"Not Assistant"
"Porter, Mr. Walter Chamberlain",46,"Worcester, Massachusetts, US","Southampton","Worcester, Massachusetts, US",NA,"207","First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","46",NA,"Not Assistant"
"Potter, Mrs. Lily Alexenia (née Wilson)",56,"Philadelphia, Pennsylvania, US","Cherbourg","Philadelphia, Pennsylvania, US","7",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","56",NA,"Not Assistant"
"Reuchlin, The Honourable Mr. Johan George",38,"Rotterdam, The Netherlands","Southampton","New York City",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","38",NA,"Not Assistant"
"Rheims, Mr. George Alexander Lucien",36,"Paris, France","Southampton","New York City","A",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Male","36",NA,"Not Assistant"
"Robert, Mrs. Elisabeth Walton (née McMillan)",43,"St. Louis, Missouri, US","Southampton","St. Louis, Missouri, US","2",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","43",NA,"Not Assistant"
"and maid, Miss Emilie Kreuchen",29,"St. Louis, Missouri, US","Southampton","St. Louis, Missouri, US","2",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","29","maid","Assistant"
"Roebling, Mr. Washington Augustus II",31,"Trenton, New Jersey, US","Southampton","Trenton, New Jersey, US",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","31",NA,"Not Assistant"
"Romaine, Mr. Charles Hallance (alias C. Rolmane)",45,"New York City","Southampton","New York City","9",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Male","45",NA,"Not Assistant"
"Rood, Mr. Hugh Roscoe",38,"Seattle, Washington, US","Southampton","Seattle, Washington, US",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","38",NA,"Not Assistant"
"Rosenbaum, Miss Edith Louise",34,"Paris, France","Cherbourg","Cincinnati, Ohio, US","11",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","34",NA,"Not Assistant"
"Rosenshine, Mr. George (alias George Thorne)",46,"New York City","Cherbourg","New York City",NA,"16","First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","46",NA,"Not Assistant"
"Ross, Mr. John Hugo",36,"Winnipeg, Manitoba, Canada","Southampton","Winnipeg, Manitoba, Canada",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","36",NA,"Not Assistant"
"Rothschild, Mr. Martin",46,"New York City","Cherbourg","New York City",NA,NA,"First",NA,NA,NA,NA,"Perished",NA,"Not Crew","Male","46",NA,"Not Assistant"
"Rothschild, Mrs. Elizabeth Jane Anne (née Barrett)",54,"New York City","Cherbourg","New York City","6",NA,"First",NA,NA,NA,NA,"Survived",NA,"Not Crew","Female","54",NA,"Not Assistant"
